post_id,person,username,account_type,caption,date,label
19,Brittany Packnett Cunningham,mspackyetti,influencer,"I’ve never not been able to afford to eat. My juice may have come from the dollar tree, and I may have been scraping the bottom of that spaghetti pot, but I’ve always made at least a decent wage. I’ve always had a safety net. Several safety nets. Even when I wasn’t comfortable, I was never in need. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Now? I can afford to lose the money I lost on last night’s meal. And whomever felt the need to take what I ordered and game the delivery system they were supposed to use to deliver it to me may very well have not been in that position. It could be they just wanted my food. It could be they needed my food. It could be that their “choice” was no choice at all because oppression is often just a series of false choices.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
So instead of calling to complain, I’m going to take the L and pray that this isn’t always your reality. I’m going to keep working so that however you make your money, through the gig economy or traditional means, that you can make a living wage and what you need to feed your family. I’m going to pray that if you didn’t really have a need, that you make stronger long term choices-especially with customers who can’t afford this. But i pray that if you did have the need, that you don’t for too much longer. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I’m gonna pray. And then I’m going to fight. Because my problem ain’t with you. It’s with a system that puts people in this position. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
:::⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
[image description: a tweet from me that reads: I was going to complain to the company that the driver from a delivery service stole my food last night. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
But my complaint is with systemic poverty, so I hope the food was good and you gain access to what you need and find your way out of that hustle soon, whomever you are.”]",9/21/2018,1
20,Brittany Packnett Cunningham,mspackyetti,influencer,"FLORIDA: It Ain’t Over. If you had any trouble at the polls, email Voting@AndrewGillum.com. NEVER volunteer to be silenced ❤️✊🏾 #BringItHome",11/9/2018,1
1,Tomi Lahren ,tomilahren,influencer,"LIVE last night covering the 2014 Midterms for One America News Network! The map, like my lips was RED! #onpoint #oan #midterms2014 #mademyday #yeahbaby #redlips #GOP #turnout",11/5/2014,0
2,Tomi Lahren ,tomilahren,influencer,"I hear it's an On Point night! Police body cams, the U.S. Economy, CIA Torture Report, Political pandering and taking ""responsi-damn-bility."" Tonight 9pm PT on One America News! #onpoint #tomilahren #Ferguson #straighttalk #buckstopshere",12/19/2014,0
3,Tomi Lahren ,tomilahren,influencer,Having fun in the studio of 'On Point with Tomi Lahren' on One America News Network. Last day in the office until I'm CPAC 2015 bound! Bringing some Daygo sunshine to the nation's Capitol! #sandiegoislife #onpoint #DCbound #CPAC #hereicome #staytuned #oan #dreamscometrue #lookoutObama #letsdothis,2/20/2015,0
4,Tomi Lahren ,tomilahren,influencer,This SATURDAY night Mayhem Battalion Commander Colonel Mark A Smith gets 'On Point' with me. Iran IS our biggest national security threat and Yemen is just the beginning. The cuddle fest with Iran needs to end. Catch the full episode Saturday night 7pmPT/10pmET on OAN! #onpoint #Iran #Irandeal #Yemen #USMC #nuclear #USNavy #redwhiteandblue #donttreadonme #Merica #freedom #oneamerica #onathursday #natlsecurity #whythehell #oan,4/30/2015,0
5,Tomi Lahren ,tomilahren,influencer,"See you in 1 hour! President Obama is sending 450 more troops to watch Iraqis run away from ISIS. Then, make an appointment with Obamacare and the Supreme Court. Next, what family values really mean. That, some Penn State hazing, Jeb! and Queen Hill's ""reboot."" On Point at 7pmPT/10pmET #onpoint #onatuesday #oan #isis #450 #troops #kingvburwell #SCOTUS #obamacare #familyvalues #jebbush #jeb #jeb! #QueenHillary #sorryHill #pantsuits",6/16/2015,0
6,Tomi Lahren ,tomilahren,influencer,"Thank you all for the outpouring of support for my ""final thoughts"" on the Chattanooga Terrorist Attack. Those words came from my heart. From a heart that is sick and tired of the political correctness perpetuated and endorsed by this Administration and its leaders. My message is simple, honest and genuine. Mothers, fathers, brothers, sisters, husbands, wives and all Americans send our warriors overseas to protect and defend our freedom. They don't ask for much in return. They deserve more that this. They shouldn't be abandoned overseas or here at home. This is not a Republican Issue, this is not a Democratic issue, this is not a Middle Eastern issue. This is an American issue. It's time to show the universe what happens when you mess with the United States of America. Brought to you courtesy of the Red, White & Blue. Facebook has censored many of your video posts. They can pull my thoughts down a million times and we will repost them a million plus 1! They are also posted on the On Point with Tomi Lahren YouTube Channel. https://youtu.be/Y8Q0MMHwx4k I have a nightly show on One America News Network (OAN) and I will continue to say what we are all thinking. You can't stop a Patriot. I am 22-years-old and I am just getting started. To all those that have served this country, God Bless you and God Bless America. #onpoint #onpointwithtomilahren #AmericaOnPoint #Chattanooga #USMC #hooyah #redwhiteblue #GodBlessAmerica #OneAmerica",7/19/2015,0
7,Tomi Lahren ,tomilahren,influencer,"“Some radical Muslim extremist prompted this man to act, just as one had placed a bomb in the ground the day I was injured. Yes, these Marines and Sailor died, and yes, I lost my legs, but their spineless attempt at scaring my beloved countrymen into submission had failed just as their attempt to take my life had five years ago."" U.S. Marine Sgt. Major Johnny ""Joey"" Jones is 'On Point' with me tonight 10pmET. It takes a hell of a lot more than some radical Muslims and an IED explosion to stop a United States Marine! #Johnny #USMC #IED #BootCampaign #redwhiteblue #Marines #Merica #OnPointYouTube #TomiLahren #TeamTomi #GodBlessAmerica #USWarriors #DODWakeUp #radicalIslam #AbdulazeezTerrorist #NoogaStrong",8/4/2015,0
8,Tomi Lahren ,tomilahren,influencer,"njoying my last few days in beautiful San Diego before I head to #whatsnext #TeamTomi #byesandiego #newthings #missyou P.S. I'll miss the beach, CA liberals not so much. I hear #whatsnext is a pretty conservative state...",9/28/2015,0
9,Tomi Lahren ,tomilahren,influencer,Welcome to Texas. I love my job. #TeamTomi #TheBlaze #ilovetexas,10/21/2015,0
10,Tomi Lahren ,tomilahren,influencer,"God forbid we recognize this is war. 6 coordinated attacks in Paris. When our enemy has a more coherent strategy for evil than we do for good, we cannot win. When we open the flood gates to 10,000 Syrian refugees and leave our borders unprotected, we cannot win. When we make deals with state-sponsors of terrorism. We cannot win. My final thoughts ""Never Again is Now: God Bless Paris"" up now on my official FB and @theblazetv #prayersforparis #parisattacks #neveragainisnow #TeamTomi #radicalslam",11/16/2015,0
11,Tomi Lahren ,tomilahren,influencer,"If you’re gonna have a blade, have the best. Thank you to my friends at @halffaceblades for this badass blade. P.S. it’s not a gun but watch the Libs still throw a fit. #TeamTomi #halffaceblades #blade",11/27/2017,1
12,Tomi Lahren ,tomilahren,influencer,Making Christmas Great Again! God bless and take care ❤️ #TeamTomi #merrychristmas #christmastree,12/24/2017,1
13,Tomi Lahren ,tomilahren,influencer,"Here on the east coast from the best coast! Hello, New York City! #TeamTomi #NYC",2/7/2018,1
14,Tomi Lahren ,tomilahren,influencer,North Dakota bound! Looking forward to seeing some real snowflakes back in the homeland! #TeamTomi #NorthDakota #ItSnowsThere,4/3/2018,1
15,Tomi Lahren ,tomilahren,influencer,The Javier’s parking lot will never be the same. Thank you Dallas. #teamtomi #dallas #girlcrew,6/24/2018,1
16,Tomi Lahren ,tomilahren,influencer,Thanks to all my wonderful friends and fans who came out to support me last night in Riverside for my Family Freedom & Final Thoughts Tour! You mean the world to me and I thank God for you every single day! #TeamTomi #finalthoughts #riverside #staytriggered,7/22/2018,1
17,Tomi Lahren ,tomilahren,influencer,"“No matter where we go, no matter what we do if you’re there I’ve got my eyes on you.” Can’t wait to see my friend @chaserice tonight in Lancaster, CA! #TeamTomi #ChaseRice #EyesOnYou",8/20/2018,1
18,Tomi Lahren ,tomilahren,influencer,Any of you spend your Saturday buying crap you don’t need on Amazon...cuz same. #TeamTomi #selfiesaturday #shoppingproblems,9/22/2018,1
19,Tomi Lahren ,tomilahren,influencer,A heartfelt thank you to all who showed out at Politicon 2018! A special thank you to @clayaiken for being so kind and respectful. I hope you all got to see a different side of me on that stage. Xoxo -T #TeamTomi #Politicon #ClayAiken,10/22/2018,1
20,Tomi Lahren ,tomilahren,influencer,"Thank you to my friends @mtmspecialopswatch for giving me the special FoxNation tour! Guys, these watches are badass, made in LA, and tactical AF. Don’t forget to become a @foxnation founder! #TeamTomi #FoxNation #FoxNationFounder #mtmwatches",11/17/2018,1
1,Sally Kohn,sallykohn,influencer,Slide slide slippity slide...,8/7/2015,0
2,Sally Kohn,sallykohn,influencer,"Apparently, these are rare white blueberries. #nofilter",8/18/2015,0
3,Sally Kohn,sallykohn,influencer,"The view from my kayak earlier today: Willa, Firdaus, @pujadhawan & @hansen_sarah",8/19/2015,0
4,Sally Kohn,sallykohn,influencer,Riveted the audience at opening convocation at #SNHU today.,9/1/2015,0
5,Sally Kohn,sallykohn,influencer,"EVERY SINGLE WORD OF THIS #Repost via @sarahsophief ・・・
Dear Media, Stop calling this a ‘migrant crisis’. These people are refugees fleeing for their lives. This is a humanitarian crisis.

Thousands of people have died this year trying to seek safety.
THE WORLD IS EXPERIENCING THE WORST REFUGEE CRISIS SINCE WORLD WAR II.
(EUROPEAN COMMISSION)

Refugees and migrants are making this dangerous journey. And yes, there is a difference.
According to the UNHCR, refugees are people ""fleeing armed conflict and persecution."" As such, they are protected by international law. The UNHCR estimates that there were some 19 million refugees around the world at the end of 2014. Refugees are often fleeing ""situations so perilous and intolerable they cross national borders to seek safety in nearby countries,"" according to the UN. Those fleeing persecution from the government of Bashar Al-Assad in Syria are considered refugees, for example.
Migrants ""choose to move not because of a direct threat of persecution or death, but mainly to improve their lives by finding work, or in some cases for education, family reunion, or other reasons,"" according to the UN. Migrants could return home safely, if they chose to, and would receive protection from their government. (From Refinery 29 @refinery29)

A Few Organizations To Learn More And Donate To: (please add to this list)

The International Rescue Committee: http://www.rescue.org

Doctors Without Borders: http://www.doctorswithoutborders.org

World Food Program: https://www.wfp.org/crisis/syria

UNHCR: http://www.unrefugees.org

Mercy Corps: http://www.mercycorps.org #refugee #refugeecrisis #nohumanisillegal",9/3/2015,0
6,Sally Kohn,sallykohn,influencer,This is like a flash forward to what could be a flashback photo in the future. Or something like that. #SallyforSwiftSquad #taylorswift #taylurking @taylorswift @marieclairemag http://www.marieclaire.com/culture/news/a16019/become-friends-with-taylor-swift-part-1/,9/23/2015,0
7,Sally Kohn,sallykohn,influencer,Pretty conference carpet.,10/3/2015,0
8,Sally Kohn,sallykohn,influencer,"So exciting!!! #NoVoFoundation just announced it will transform shuttered #Bayview Correctional Facility in NYC into #WomensBldg for non-profits. ""Turning a place of confinement into a place of freedom and liberation.""",10/26/2015,0
9,Sally Kohn,sallykohn,influencer,Am at airport on my way to speak at #SummitAtSea this weekend. Which is on a boat. I hate boats. A lot. But am trying to imagine the whole experience will be like this. I wanna be Julie!,11/12/2015,0
10,Sally Kohn,sallykohn,influencer,About last night... This is my sister-in-law Nuala who WANTED TO DRESS LIKE ME FOR THANKSGIVING!!!!!!! Heart melted. #LikeButter,11/27/2015,0
11,Sally Kohn,sallykohn,influencer,"Come thru, fam. Pre-order THE OPPOSITE OF HATE *and* re-post this image and I’ll donate an extra $1.00 in your name today. You’ll be making the world a better place with your money and your mind. 💥 #TheOppositeOfHate",11/28/2017,1
12,Sally Kohn,sallykohn,influencer,"This is the Christmas card Willa wrote for her cello teacher, @damegodiva. All by herself. Without any prompting. Which made @hansen_sarah and I both burst into tears. Just wow.",12/18/2017,1
13,Sally Kohn,sallykohn,influencer,"My super white little girl just saw me looking at this post by @emilymaynot about @jamiaawilson’s amazing new book and said, “Oh, is that a book about amazing black people? Will you get it for me? Does it have Ruby Bridges in there?” Just a reminder, my fellow white parents, that this book is for YOUR KIDS, TOO!!!! All children need to grow up with broader — and more accurate — representations of history and leadership! #YoungGiftedAndBlack",2/4/2018,1
14,Sally Kohn,sallykohn,influencer,"Hanging with some badass women, wearing @DVF and talking #InCharge on #internationalwomensday",3/8/2018,1
15,Sally Kohn,sallykohn,influencer,Another great moment from #TheOppositeOfHate book party at the @guggenheim last night — @katiecouric @meredithshep @sophiabush and others getting down with the music and feeling the love!,4/7/2018,1
16,Sally Kohn,sallykohn,influencer,"About last night... @hansen_sarah’s favorite night of the year, when the @nyphilharmonic performs in @prospect_park. She spent all day cooking a gorgeous picnic — summer rolls, cilantro chutney chicken, a bean broccoli and tahini salad, and a nectarine galette. The music and company were delicious too! 💚",6/16/2018,1
17,Sally Kohn,sallykohn,influencer,"My father-in-law @principalmoose, king of the kayak. #kohncadia2018",7/18/2018,1
18,Sally Kohn,sallykohn,influencer,"WHAT ARE REPUBLICANS AFRAID OF?!?? To be clear there no guarantee Mitch McConnell won’t try to persuade Flake to backdown and still rush a floor vote if he can, ignoring the Judiciary Committee “deal.” It’s not binding. And Trump and Senate Republican leaders have made clear all along that they don’t care about the truth and will confirm Kavanaugh no matter what. So this still isn’t over. We need a FULL AND COMPLETE investigation and if Republicans oppose finding the truth, they’ll find us waiting on Election Day.",9/28/2018,1
19,Sally Kohn,sallykohn,influencer,"My offering for this moment, which just happens to coincide with what would have been Gandhi’s 149th birthday and reminds us that the struggle for justice is never quick nor easy. But it is beautiful. Heartbreaking at times, yes, but beautiful. Your sadness, your righteous anger and your protest is beautiful. We must not surrender to inequity and injustice and violence and darkness. We must — and we will — continue to fight. Onward, brothers and sisters. I believe that we will win! ✊🏻✊🏼✊🏽✊🏾✊🏿",10/5/2018,1
20,Sally Kohn,sallykohn,influencer,"** THE MOST ENCOURAGING CHART OF THIS CYCLE ** ⁣
⁣
Glimmers of hope not just for today but the future. We have work to do. But in spite of too many resentful, regressive voters in red states and districts that are disproportionately red because of gerrymandering, there are signs that most Americans are steadily moving in the direction of fairness, equality and justice FOR ALL. ⁣
⁣
(Plus the coalition of black men and women, Latinx voters, young people and progressive whites who helped flip the House last night comprise not only the right side of history but the growing numbers of our present. So there’s that!) ⁣
⁣
And in spite of gerrymandering and voter suppression, just elected the most diverse Congress in history! ⁣
⁣
[ chart via @nytimes ]",11/7/2018,1
1,Katy Perry,katyperry,influencer,G2G my whip is here 💁,11/17/2014,0
2,Katy Perry,katyperry,influencer,My parents are on my last Christmas nerve 🙍🎄,12/25/2014,0
3,Katy Perry,katyperry,influencer,I thought it would be appropriate to draw blood tonight... XLIX 🔥,2/2/2015,0
4,Katy Perry,katyperry,influencer,✂👦️I asked for the Kris Jenner👦✂️,4/1/2015,0
5,Katy Perry,katyperry,influencer,"Greece, it was love at first sight. Evil eyes of protection painted toes by @nailsbymh",6/21/2015,0
6,Katy Perry,katyperry,influencer,"42, 43, 46?!",7/27/2015,0
7,Katy Perry,katyperry,influencer,tbt my bro & I cut from the same cloth,8/20/2015,0
8,Katy Perry,katyperry,influencer,Ahhh the life of a pan flute retiree...,9/30/2015,0
9,Katy Perry,katyperry,influencer,"#Repost @hillaryclinton
I'm here in Iowa, but meanwhile back at home, my niece… #itrunsinthefamily -Katy",10/24/2015,0
10,Katy Perry,katyperry,influencer,🎄🎅🏼Be in the season! Go behind the scenes of my #HappyandMerry campaign with @hm🎅🏼🎄,11/25/2015,0
11,Katy Perry,katyperry,influencer,nbd just asking Warren Buffett his thoughts on cryptocurrency,11/29/2017,1
12,Katy Perry,katyperry,influencer,#fbf of Grandma Ann and I casually sitting under the🎄this year 📸 @nadialeelee 👠 @katyperrycollections,12/29/2017,1
13,Katy Perry,katyperry,influencer,when you crave companionship but run from love when you get it 💁🏼‍♀️❤️#happymadeupholidayofforcedlove #ilovemyself #iloveyoutoo,2/14/2018,1
14,Katy Perry,katyperry,influencer,"Okay fine, Jo'burg! I'll stay an extra day! 😘💚 So excited to announce a THIRD show on July 21. 🎟 on sale Friday at 9:00a! 👁 More info at katyperry.com/tour",3/14/2018,1
15,Katy Perry,katyperry,influencer,"Apparently today is #EatWhatYouWantDay. I don’t get a made up holiday but I’ll take this one 🙋🏼‍♂ 💁🏼‍♀ If you want to indulge in a different way, you can eat up these 👡 at katyperrycollections.com 😜😘",5/11/2018,1
16,Katy Perry,katyperry,influencer,"Hello Perth ♥️ Doing a little reflecting on how far I’ve come, and how far I’ve yet to go 🌱 I’m SO grateful for this journey and am looking forward to a new chapter as I wrap up this YEAR long worldwide massive tour in Australia and New Zealand 🙏🏼 16 more shows to go... #yougotthiskatheryn 📸 @timsek",7/24/2018,1
17,Katy Perry,katyperry,influencer,"One year ✅
6 continents ✅
113 shows ✅
Witness: The Tour has been the most rewarding experience. I continue to be grateful that you let my music into your ♥️ and minds.
Now 😴",8/27/2018,1
18,Katy Perry,katyperry,influencer,And that my friends is the cherry on top of a wonderful era. I see you and I love you ❤️🧡💛💚💙😴,9/17/2018,1
19,Katy Perry,katyperry,influencer,"#TBT to when I got to ✔ another one off my bucket list and sing with the LA Philharmonic @laphil, conducted by the living legend @gustavodudamel to celebrate their 100th season 🎇",10/4/2018,1
20,Katy Perry,katyperry,influencer,periodt. #voting,11/6/2018,1
1,Lady Gaga,ladygaga,influencer,"Signing Cheek To Cheek in Milan, loving life and dreaming big.",11/3/2014,0
2,Lady Gaga,ladygaga,influencer,"Meryl is a truly remarkable woman through and through. It was such a joy to be with her. Really made me smile, a kindness beyond.",12/8/2014,0
3,Lady Gaga,ladygaga,influencer,"Incredible Wael Shawky's newest work, made of blown glass...marionettes with lights inside them, the eyeballs even move! You must go to Moma to see the films. In motion they are more magical than people! And his message of ambition and peace, for the ages...eternal art.",2/1/2015,0
4,Lady Gaga,ladygaga,influencer,"Fashion Alex Wang for Balenciaga with Mr. Bennett. We do cocktail hour, it's just after the show. We got business to handle.",4/12/2015,0
5,Lady Gaga,ladygaga,influencer,What an honor to have a few moments with the world watching. Could you imagine. What would you say?,6/12/2015,0
6,Lady Gaga,ladygaga,influencer,"Long Live McQueen. Look monsters, we got a sign of love from the beyond. 💀. Photo by the babes",7/26/2015,0
7,Lady Gaga,ladygaga,influencer,Some people read tea leaves...others....ashes in bleach.,8/17/2015,0
8,Lady Gaga,ladygaga,influencer,WELL SLEEP WHEN WERE DEAD but we're having so much fun we this we already are #NYFW #Fashion #creative,9/14/2015,0
9,Lady Gaga,ladygaga,influencer,MSGM thank you for this killer dress really felt ready to rock it in pink!,10/8/2015,0
10,Lady Gaga,ladygaga,influencer,"The true joy of the evening was escorting Nick Knight to the stage as he accepted The Isabella Blow Award for Creativity. This award is a long time coming for a true genius, so ahead of his time and a gift to us all who are blessed to work with him and experience his magic.",11/24/2015,0
11,Lady Gaga,ladygaga,influencer,I️ might not be flawless but you know I️ gotta diamond heart.,11/4/2017,1
12,Lady Gaga,ladygaga,influencer,"Today before the show the @btwfoundation and I volunteered for @teamrubicon. They are a team of Veterans and first responders joining forces to provide disaster relief. These people are amazing, and a wonderful place to donate to, I saw (and did) first hand the hard work they do and it’s amazing. Donate to them if you want to give back they are a blessing! 🙏",12/3/2017,1
13,Lady Gaga,ladygaga,influencer,"I love you, monsters ❤️",2/3/2018,1
14,Lady Gaga,ladygaga,influencer,"Thank you so much to all the little monsters who wrote these thoughtful lovely notes to me. I am deeply touched and grateful. @btwfoundation is growing everyday and working hard to spread empowerment and bravery with a strong focus on Mental Health. I can’t wait to tell my story, we all have one.",3/9/2018,1
15,Lady Gaga,ladygaga,influencer,It’s been 10 years since I released Just Dance.,4/9/2018,1
16,Lady Gaga,ladygaga,influencer,Tiny Dancer flies her way to the Rocket Man.,5/12/2018,1
17,Lady Gaga,ladygaga,influencer,Had to stop at my dad’s new restaurant with @thechefartsmith. It’s called @artbirdnyc if you want killer fried chicken n’ more at Grand Central Station food concourse in NYC.,7/13/2018,1
18,Lady Gaga,ladygaga,influencer,"Shallow is out now! Watch the music video featuring scenes from the film, link in bio! 💝 Both the film and the soundtrack are out ‪on 10/5‬. #AStarIsBorn",9/27/2018,1
19,Lady Gaga,ladygaga,influencer,A STAR IS BORN,10/5/2018,1
20,Lady Gaga,ladygaga,influencer,Thank you @starbucks for working with @btwfoundation to spread kindness and bravery on #worldkindnessday #bekind That’s my mom second from the left. She has always set an example of kindness for our whole family and I’m so in awe of all the work her and Maya do with the foundation to encourage kindness and empower youth to inspire a kinder and braver world.,11/13/2018,1
1,Kendall Jenner,kendalljenner,influencer,my cover of @dazedmagazine 😉,11/25/2014,0
2,Kendall Jenner,kendalljenner,influencer,me by #DavidSims and @KEGrand for @marcjacobsintl campaign SS15,1/8/2015,0
3,Kendall Jenner,kendalljenner,influencer,no you're cool. named British GQs #1 coolest woman?!,1/21/2015,0
4,Kendall Jenner,kendalljenner,influencer,ask and you shall receive. selfie for all 20 mill of you 😘 thanks for all the love,2/24/2015,0
5,Kendall Jenner,kendalljenner,influencer,cover of Harpers Bazaar shot by @karllagerfeld,4/9/2015,0
6,Kendall Jenner,kendalljenner,influencer,thank you for last night @calvinklein @costafrancisco @esteelauder,5/5/2015,0
7,Kendall Jenner,kendalljenner,influencer,little tease at the new #ad @CalvinKlein underwear 😉 #MyCalvins,7/8/2015,0
8,Kendall Jenner,kendalljenner,influencer,baby face in September Vogue #InezAndVinoodh,8/17/2015,0
9,Kendall Jenner,kendalljenner,influencer,2 Vogue covers in 2 days!!! what is life?! @vogueparis cover shot by #DavidSims,9/19/2015,0
10,Kendall Jenner,kendalljenner,influencer,shooting with the bestie and @jonathansimkhai for @voguemagazine November >,10/22/2015,0
11,Kendall Jenner,kendalljenner,influencer,honored and humbled to be able to attend the Golden Globes with @voguemagazine . my eyes were opened and my heart is full seeing all of the men and women who were a part of this vital change! i too stand with all women. #TimesUp,1/8/2018,1
12,Kendall Jenner,kendalljenner,influencer,never before seen 2016 @mertalas @macpiggott,2/2/2018,1
13,Kendall Jenner,kendalljenner,influencer,thrilled to cover @voguemagazine's April dreamers issue!! Vogue continues to make my dreams come true. ❤️ shot by my babies @mertalas @macpiggott,3/14/2018,1
14,Kendall Jenner,kendalljenner,influencer,heavenly hungover,5/8/2018,1
15,Kendall Jenner,kendalljenner,influencer,they let me bring my camera into The Met @voguemagazine 😘,5/15/2018,1
16,Kendall Jenner,kendalljenner,influencer,thank you @versace @donatella_versace 🖤,6/17/2018,1
17,Kendall Jenner,kendalljenner,influencer,sister @kyliejenner,7/17/2018,1
18,Kendall Jenner,kendalljenner,influencer,we’re 21 bitch,8/10/2018,1
19,Kendall Jenner,kendalljenner,influencer,inner peace is the mission,10/5/2018,1
20,Kendall Jenner,kendalljenner,influencer,thank you for letting us steal your wings for the night @victoriassecret,10/31/2018,1
1,Justin Bieber,lilbieber,influencer,"It's easy to love when you feel it, but love when it's hard to love.",11/8/2014,0
2,Justin Bieber,lilbieber,influencer,Had to hit the game winner today at the gym,12/12/2014,0
3,Justin Bieber,lilbieber,influencer,Not about what you do but who u do it with. Love these guys!,2/5/2015,0
4,Justin Bieber,lilbieber,influencer,"Had fun with u Ariana, even tho I forgot all the words haha",3/28/2015,0
5,Justin Bieber,lilbieber,influencer,"I just landed in Europe, shopping bags I'm a tourist",4/14/2015,0
6,Justin Bieber,lilbieber,influencer,Get off ur phone,5/30/2015,0
7,Justin Bieber,lilbieber,influencer,Where should i go,6/14/2015,0
8,Justin Bieber,lilbieber,influencer,What Do You Mean? @kyliejenner #25Days,8/3/2015,0
9,Justin Bieber,lilbieber,influencer,Is it too late?,10/22/2015,0
10,Justin Bieber,lilbieber,influencer,Sometimes it feels like the worlds on my shoulders,11/4/2015,0
11,Justin Bieber,lilbieber,influencer,My spirit animal shout out TANDY FOR THE WIN,11/29/2017,1
12,Justin Bieber,lilbieber,influencer,I️ love continuing to get to know my father I️ love working through hard things to get to the good things.. relationships are worth fighting for especially with family!! Love you forever and always daddy!,12/4/2017,1
13,Justin Bieber,lilbieber,influencer,"Loved this performance. So much prep for a performance like this, memorization, hits, choreography, while not running out of breath and singing in tune! you stayed in pocket effortlessly. You are a natural born performer and you make people all around the world smile when you are on that stage!! Loved cheering you on brotha!, oh and by the way didn’t know you were a blood! KIDDING! Again kudos JT @justintimberlake",2/4/2018,1
14,Justin Bieber,lilbieber,influencer,It’s time I introduced you to my brother Tony Bieber,3/21/2018,1
15,Justin Bieber,lilbieber,influencer,"You taught me everything
Everything you've given me
I'll always keep it inside
You're the driving force in my life, yeah
There isn't anything
Or anyone that I could be
And it just wouldn't feel right
If I didn't have you by my side
You were there for me to love and care for me
When skies were gray
Whenever I was down
You were always there to comfort me
And no one else can be
What you have been to me you will always be
You will always be the girl
In my life for all times",5/13/2018,1
16,Justin Bieber,lilbieber,influencer,Your a beautiful person Posty! Truly an honor to know you my brother!,6/29/2018,1
17,Justin Bieber,lilbieber,influencer,Thanks for signing my shoes bron bron,9/7/2018,1
18,Justin Bieber,lilbieber,influencer,Esther is SUPER DOG FOR HALLOWEEN,10/31/2018,1
19,Justin Bieber,lilbieber,influencer,I’m Canadian and normally don’t post about US politics but I respect these two handsome gentlemen way too much. So when asked to post by them I said yes. Everyone should have their voices heard and I hope this week everyone who can vote does and feels valued.,11/3/2018,1
20,Justin Bieber,lilbieber,influencer,My prayers are with Corentin and his family. Corentin is the man behind the camera at Shots. He was hit by a car while crossing the street and the driver took off. He’s in critical condition with friends and family by his side. My heart is also with the Shots Family.,11/15/2018,1
1,Lebron James,kingjames,influencer,"S/O my homie @dontehitner31! First place in the AFC North. I see u hitting em with ""The Silence"" out there! Keep going. #TheLand #StriveForGreatness",11/11/2014,0
2,Lebron James,kingjames,influencer,"As a society how do we do better and stop things like this happening time after time!! I'm so sorry to these families. Violence is not the answer people. Retaliation isn't the solution as well.
#PrayersUpToTheFamilies #WeHaveToDoBetter",11/24/2014,0
3,Lebron James,kingjames,influencer,This very moment will be forever remembered and put up in my house. It's all good and all smiles on this side. #Royalty #StriveForGreatness #RWTW #LRMR #Klutch,12/8/2014,0
4,Lebron James,kingjames,influencer,On this bird celebrating a great night for OHIO!! THE Ohio State Buckeyes are National Champions!! #OH,1/13/2015,0
5,Lebron James,kingjames,influencer,Come home from practice and @mrs_savannahrj in the weight room. She ain't playing around man! Nothing like having motivation right next to you. Get it Gorgeous! #JamesGang #StriveForGreatness,2/10/2015,0
6,Lebron James,kingjames,influencer,"Looking in the mirror tonight after a tough lost of my part like You're your biggest challenge, competition, drive, obstacle, motivation, etc so it's nothing u haven't seen before! Back in the lab tomorrow to continue the drive to striving to be the Greatest I've ever seen! #StriveForGreatness",3/1/2015,0
7,Lebron James,kingjames,influencer,My Easter evening consist of this. Vino and relaxation!!,4/5/2015,0
8,Lebron James,kingjames,influencer,How I felt at the time and still do! Kona Hawaii. Fresh Spring Waterfall,7/23/2015,0
9,Lebron James,kingjames,influencer,Start of the morning spin class at my other home Nike HC with part of Team LeBron. We all #StriveForGreatness together. Oh who ever didn't show this morning owe me suicides. Hahaha!,8/24/2015,0
10,Lebron James,kingjames,influencer,I refuse to accept anything less than not working! It will never be because I didn't put in the work. #StriveForGreatness #258,9/23/2015,0
11,Lebron James,kingjames,influencer,Keep going! Accept nothing less than being great! Anything else is not warranted. #striveforgreatness🚀 #youngking👑,12/10/2017,1
12,Lebron James,kingjames,influencer,I see you my G!! Out there working in those 🔥🔥🔥🔥🔥on your feet!! @quavohuncho #striveforgreatness🚀 #kickgamecray🔥 #youngking👑,1/5/2018,1
13,Lebron James,kingjames,influencer,A night out in the town with Sam ‘Ace‘ Rothstein and Ginger McKenna(before she went loco and took his stash though haha!) @klutchsports dinner was AMAZING once again! #KingxQueen🤴🏾,2/18/2018,1
14,Lebron James,kingjames,influencer,For the culture! S/O my folks in the “305”. Always love forever! #LeBronWatch “South Beach”,3/28/2018,1
15,Lebron James,kingjames,influencer,Man what!?!?! First time he ever tried that in a game today! And it was someone kinda trailing him behind too! Surprised not only me but everyone in the gym. Man o Man! #JamesGang👑. #repost @slamonline,6/24/2018,1
